"username","rating","helpful","total","date","title","review"
"TarekEl-Sherbeny","10","533","880","22 November 2019"," Oh god De Niro's phone call oh god!
","""What kind of a man makes a phone call like that!""
It Happened!
I've watched it!
Quite simply, The Best Film of the Year!
No, of the Last 3 Years!
The hype is real, set your expectations as high as you can possibly reach!<br/><br/>Let me tell you something, I'm 25 years old and I didn't really got the chance to live the era of Masterpieces, I didn't see Raging Bull/Goodfellas/Dog Day Afternoon at its time, I didn't experience how its like to watch the best actors of all time in their fully artistic command.
The first time I've watched Raging Bull I truly envied those people who lived in the 80s, I was always wishing if time can just go back and see De Niro's rage or hear Pacino's Attica once in a theater! But guess what, It happened!<br/><br/>This is the end of the era! The summation of Scorsese/De Niro/Pesci/ Pacino career, a final statement by masters!
Robert De Niro is EXPLOSIVE!
Pacino/Pesci are unexpectedly MARVELOUS!
Zaillian's screenplay is on point, you can't go wrong with him.
A 3.5 hour film without a single dragging minute, a poem of friendship, betrayal, regret and time!"
"twistedr","6","434","720","28 November 2019"," DeNiro beating up diner guy is where it goes bad
","The movie stars bold, we get some nice action, a somewhat of a storytelling and trying to ignore weird looking CGI on DeNiro's face.<br/><br/>But what happens later, oh man.....<br/><br/>When i saw this 76 year old men ""beating up"" the guy in diner for touching his daughter, with moves like grandpa, clumsy and unnatural i left my pink glasses and really started to pay attention to details.<br/><br/>Aside from Pacino's acting, and best CGI looking effect as far as i'm concerned, the movie after 1,5 hrs becomes dull and stretched.<br/><br/>Would have been much much much better to have had youngsters for half of the movie so it doesn't ruin the experience afterwards as we're looking to the same faces that's supposed to tell a story of a 30 years timeline and so.<br/><br/>And i could have lived with that if it wasn't the bad screenplay....<br/><br/>I was so anxious to see a movie with all my favorite actors and got to the conclusion that in life it's better to go down in grace than disgraced."
"rlhaag","8","5","5","20 April 2020"," Martin Scorsese Meets Orson Wells
","After watching the Irishman I kept thing of the movie the Magnificent Ambersons very detailed long drawn out scenes and storylines I was pleasure to watch."
"rizzaxc","6","609","1034","10 November 2019"," Disappointing by Scorsese standards
","First off, let me set this straight that I'm not repeled by long or slow films. However, The Irishman is at the very least 30-40 minutes too long, and the suspense sometimes is killed off by characters dragging the scene too much. The biggest offender would be the second last arc which I'm not gonna spoil.<br/><br/>Secondly, for such a slow film you'd expect the pay off to be worth it, but it isn't. The message of the film is revealed very early on, and it's very obvious where this particular plot line is going to. These 2 factors (slow pace and obvious plotline) make the film feels particularly unrewarding to me.<br/><br/>Third is the lack of the 'wow' factor, which is disappointing for such a godlike cast and crew. There is not a single memorable scene or line that stands out for me, despite the actors all doing a phenomenal job. And no, I don't really mind the CGI, even though it's not the best thing since sliced bread. The music is not memorable either, even though it can be an artistic choice to make the film feels more grounded and unglamorous.<br/><br/>So where does this leave us? Personally I don't think this is a bad film, but it feels disappointing with such a big roster. Don't expect this to be the film to watch with friends over, as it's pretty (unneccessarily) lengthy and the undertone is meant to be a heavy one."
"sn3z","9","474","813","29 September 2019"," Gangster Avengers born for Netflix
","This film is super long. Too long to sit in the cinema for as fantastic as it looks. I ran out of snacks, I was so gripped I didn't go to the toilet which meant my bladder was bursting only adding to the tension.<br/><br/>This is pretty much the Avengers of the gangster movies where all of your favourite people are in one film written by the best writer and directed by the best director. Only Walken and Woods are missing.<br/><br/>Making de niro young kind of works and isn't as distracting as I thought and Pacino is fantastic. If you expect Pesci to be the nutjob he was in the other Scorsese movies then think again and this is no bad thing. Pesci is one of the best actors alive with a fantastic range and this movie proves it.<br/><br/>The Irishman is lovely to look at but for god sakes take a leak before you go or wait for its Netflix debut where you can watch it with whiskey and pause it for comfort breaks."
"zeki-4","6","400","683","28 November 2019"," No wide cinema release? I understand why.
","Watching the wax museum version of De Niro for more than three hours wasn't the blast I hoped for. The CGI is not there yet. Dead eyes. Very distracting.<br/><br/>Al Pacino pretty much tries to play Al Pacino, De Niro his usual bitter self, but nice to see wax-Pesci, who was the most believable character. He completely outshines wax-De Niro here.<br/><br/>Oh, and by the way, Scorsese: there were no twin towers in the late 60's.<br/><br/>I can rewatch 'Goodfellas' and 'Casino' over and over again. I will not be returning to 'The Irishman'"
"stephen-624","7","377","651","7 November 2019"," Review the Movie, not the Director
","Peoples are losing their minds over the sainted director, forgetting the movie. Sure, it's well made, fascinating history. But it's second nature for De Niro, and Pacino overreaches at times. The third reel is repetitive over the decline of the De Niro character. Would be a better movie at 2hr 30. In fact, I thought it had ended about then, but it meandered on another hour."
"okaikat","2","634","1114","28 November 2019"," What a mess of a movie
","I cannot fathom two things: how this movie cost so much to produce, and why they wasted so much money doing so. This movie like watching a documentary about a political campaign that never ends. Seriously, save yourself 3 hours of the most boring and monotonous mash up ever. There is virtually no action or incentive to keep watching. It's 90% people talking at tables with lines like ""Who said that?! oh he said that?!"" or ""Ok, well you talk to him Frank!"" and then Frank talks to him, and then Frank talks to the other guys, and then Frank talks to him, and rinse and repeat. Occasionally a few seconds are spared for shooting someone in the head and then that's it. You are constantly left searching for a reason to keep watching, but it never comes.<br/><br/>The acting is not even that good either. With the exception of De Niro and Joe Pesci, it seemed a little awkward. Al Pacino walks, talks and acts funny. They may have de-aged faces but the postures are very out of sync with their ages for almost all the actors. There was a scene where De Niro beats up a grocery guy that looked more like a rehearsal rather than an actual scene. I'm shocked they let it pass. I only laughed at one scene that had to do with ears and that's it (which is why I give this 2 stars instead of 1).<br/><br/>I also gotta say that the ending was so anti-climactic and long-winded that after the movie I seriously sat there for a moment and contemplated why I wasted all this time on this hyped up monstrosity. Everyone claiming this is a masterpiece is either paid to say so or are saying so because of all the fancy names attached to this title. Or maybe they think they're being hip acting like this was worth a damn, I don't know. What I do know is that this is a complete disaster of a film and a waste of your valuable time."
"g_cotterell","9","352","615","13 October 2019"," Just amazing
","Classic Scorsese . De Niro is the best he's been for years . Pacino is really magnetic and charming . But for me, Joe Pesci is the standout. Quietly deadly, magnetic , loyal, complicated, its him that will get the Oscar . Saw it at the cinema ( sorry Netflix but I am not watching Scorsese at home ) and it was superb.
Oh Anna Paquin is used quite cleverly as well. Good actress . Decent performance
Go and see it at the cinema . You will remember the masters returning for one last ride"
"sergew","3","695","1246","18 November 2019"," 3 and half hours that would been better used....
","I love Scorsese's films, but this was one, is just one too many. It lacked tight editing, scenes lingered far too long to make artistic points. The technology of that allowed the actors to be made younger was not impressive given the actors could not move as if they were younger. The one scene that made this point, was when De Niro's character roughs up a corner grocer for shoving his daughter. The scene is difficult to watch given De Niro seemed to struggle as much with his own lack of mobility to carry off the fight scene realistically despite having the willing and compliant younger actor. Al Pacino's character looked nothing like Hoffa. Yes the acting was good in general, but the story was just too drawn out and slow and the characters were just not that interesting to hold your attention. As a man of 58, the hardest fact is recognizing the increasing limitation as we age, this movie opens with De Niro's character in an assisted care facility. It is where this movie should have stayed. The Actors and Directors are all legends, but this movie only took away from some of their carrier luster."
"red-00770","6","346","619","28 November 2019"," Meh
","Few years took for this film to arrive, Don't Believe tha Hype, this ain't no classic. Slow burn, with the last part sending me to sleep. Actors old made to look young and young-ish actor made to look old, De Niros dodgy contact lenses, also the way he beats up the greengrocer that was comical, looked like a 90 year old man dishing out a lame beating, notice his foot stamp with the opposite foot an nothing being under it hahahaa, Stephen Graham's accent dodgy. Years for this pffftttt."
"evan_harvey","1","617","1130","15 November 2019"," Long, dull, uneventful
","Remember Bugsy Malone? That gangster film where all the characters were kids?<br/><br/>Well, The Irishman is a gangster film where all the characters are geriatrics. At the start of the film, De Niro's CGI youthened character still looked like he's 50. They all do. They're old, fat, hunched, liver-spotted killers, even when they're supposedly young(er). It's weird.<br/><br/>The film just drags on and on and never really gets going. The plot is disjointed and never really tells a story or builds a narrative. Unlike Scorsese's classics like Casino or Goodfellas, this film really struggles to develop a story worth watching.<br/><br/>3.5 hours. $160M budget. Good Lord. At least this rubbish will be 'free' on Netflix soon. There's a reason no one else wanted it - it wasn't going to make any money at the cinema. Even the $13 you pay for Netflix is too much for this film."
